id,date,flow_cfs,dis_min,dis_max,dateTime,day,month,year
1685,8/12/2022,1.31,1.31,1.31,8/11/2022 14:00,11,8,2022
1686,8/13/2022,1.31084507,1.25,1.36,8/12/2022 14:10,12,8,2022
1687,8/14/2022,1.306167883,1.25,1.36,8/13/2022 14:00,13,8,2022
1688,8/15/2022,1.314772727,1.31,1.42,8/14/2022 14:00,14,8,2022
1689,8/16/2022,1.339965157,1.31,1.6,8/15/2022 14:00,15,8,2022
1690,8/17/2022,1.33465035,1.31,1.36,8/16/2022 14:00,16,8,2022
1691,8/18/2022,1.29677193,1.25,1.36,8/17/2022 14:00,17,8,2022
1692,8/19/2022,1.251694915,1.25,1.31,8/18/2022 14:00,18,8,2022
1693,8/20/2022,1.25045283,1.25,1.31,8/19/2022 14:00,19,8,2022
1694,8/21/2022,1.249618321,1.2,1.25,8/20/2022 14:00,20,8,2022
1695,8/22/2022,1.25,1.25,1.25,8/21/2022 15:45,21,8,2022
1696,8/23/2022,1.295457746,1.15,1.48,8/22/2022 14:00,22,8,2022
1697,8/24/2022,1.250669145,1.25,1.31,8/23/2022 14:00,23,8,2022
1698,8/25/2022,1.250625,1.25,1.31,8/24/2022 14:00,24,8,2022
1699,8/26/2022,1.25,1.25,1.25,8/25/2022 14:00,25,8,2022
1700,8/27/2022,1.250213523,1.25,1.31,8/26/2022 14:00,26,8,2022
1701,8/28/2022,1.254535316,1.2,1.86,8/27/2022 14:00,27,8,2022
1702,8/29/2022,1.252951389,1.2,1.36,8/28/2022 14:00,28,8,2022
1703,8/30/2022,1.263597122,1.25,1.31,8/29/2022 14:00,29,8,2022
1704,8/31/2022,1.250839161,1.2,1.42,8/30/2022 14:00,30,8,2022
1705,9/1/2022,1.2484375,1.2,1.25,8/31/2022 14:00,1,8,2022
1706,9/2/2022,1.2484375,1.2,1.25,9/1/2022 14:00,1,9,2022
1707,9/3/2022,1.466458333,1.25,1.86,9/2/2022 14:00,2,9,2022
1708,9/4/2022,1.282932862,1.25,1.42,9/3/2022 14:00,3,9,2022
1709,9/5/2022,1.256458333,1.2,1.36,9/4/2022 14:00,4,9,2022
1710,9/6/2022,1.254857143,1.25,1.36,9/5/2022 14:00,5,9,2022
1711,9/7/2022,1.249826389,1.2,1.25,9/6/2022 14:00,6,9,2022
1712,9/8/2022,1.250104167,1.2,1.31,9/7/2022 14:00,7,9,2022
1713,9/9/2022,1.306666667,1.25,1.54,9/8/2022 14:00,8,9,2022
1714,9/10/2022,1.289791667,1.25,1.31,9/9/2022 14:00,9,9,2022
1715,9/11/2022,1.295035461,1.25,1.36,9/10/2022 14:00,10,9,2022
1716,9/12/2022,1.334320557,1.25,1.48,9/11/2022 14:00,11,9,2022
1717,9/13/2022,1.301319444,1.2,1.48,9/12/2022 14:00,12,9,2022
1718,9/14/2022,1.260416667,1.25,1.31,9/13/2022 14:00,13,9,2022
1719,9/15/2022,1.25088968,1.2,1.31,9/14/2022 14:00,14,9,2022
1720,9/16/2022,2.208888889,1.25,15.4,9/15/2022 14:00,15,9,2022
1721,9/17/2022,3.781943463,1.86,23.2,9/16/2022 14:00,16,9,2022
1722,9/18/2022,1.611180556,1.42,1.86,9/17/2022 14:00,17,9,2022
1723,9/19/2022,1.367183099,1.31,1.48,9/18/2022 14:00,18,9,2022
1724,9/20/2022,1.3096875,1.25,1.36,9/19/2022 14:00,19,9,2022
1725,9/21/2022,1.287836879,1.25,1.36,9/20/2022 14:00,20,9,2022
1726,9/22/2022,1.252916667,1.25,1.31,9/21/2022 14:00,21,9,2022
1727,9/23/2022,1.250627178,1.25,1.31,9/22/2022 14:00,22,9,2022
1728,9/24/2022,1.251052632,1.25,1.31,9/23/2022 14:00,23,9,2022
1729,9/25/2022,1.25,1.25,1.25,9/24/2022 14:20,24,9,2022
1730,9/26/2022,1.249822064,1.2,1.25,9/25/2022 14:00,25,9,2022
1731,9/27/2022,1.250034722,1.2,1.31,9/26/2022 14:00,26,9,2022
1732,9/28/2022,1.247735192,1.2,1.31,9/27/2022 14:00,27,9,2022
1733,9/29/2022,1.243496503,1.2,1.31,9/28/2022 14:00,28,9,2022
1734,9/30/2022,1.251979167,1.2,1.31,9/29/2022 14:00,29,9,2022
1735,10/1/2022,1.249652778,1.2,1.25,9/30/2022 14:00,1,9,2022
1736,10/2/2022,1.265859649,1.2,1.36,10/1/2022 14:00,1,10,2022
1737,10/3/2022,1.251875,1.25,1.31,10/2/2022 14:00,2,10,2022
1738,10/4/2022,1.422048611,1.25,4.78,10/3/2022 14:00,3,10,2022
1739,10/5/2022,2.323541667,1.93,3.73,10/4/2022 14:00,4,10,2022
1740,10/6/2022,1.729444444,1.54,1.93,10/5/2022 14:00,5,10,2022
1741,10/7/2022,1.467657343,1.36,1.73,10/6/2022 14:00,6,10,2022
1742,10/8/2022,1.361362007,1.31,1.42,10/7/2022 14:00,7,10,2022
1743,10/9/2022,1.379340278,1.33,1.4,10/8/2022 14:00,8,10,2022
1744,10/10/2022,1.358908451,1.34,1.42,10/9/2022 14:00,9,10,2022
1745,10/11/2022,1.36041958,1.36,1.42,10/10/2022 14:00,10,10,2022
1746,10/12/2022,1.3733829,1.36,1.48,10/11/2022 14:00,11,10,2022
1747,10/13/2022,2.004965278,1.36,8.14,10/12/2022 14:00,12,10,2022
1748,10/14/2022,1.512340426,1.48,1.6,10/13/2022 14:00,13,10,2022
1749,10/15/2022,1.647473684,1.48,1.93,10/14/2022 14:00,14,10,2022
1750,10/16/2022,1.561935484,1.48,1.66,10/15/2022 14:00,15,10,2022
1751,10/17/2022,1.536129032,1.42,1.54,10/16/2022 14:00,16,10,2022
1752,10/18/2022,1.499477612,1.48,1.54,10/17/2022 14:00,17,10,2022
1753,10/19/2022,1.480866426,1.48,1.54,10/18/2022 14:00,18,10,2022
1754,10/20/2022,6.362777778,1.48,19.8,10/19/2022 14:00,19,10,2022
1755,10/21/2022,2.337152778,1.93,3.06,10/20/2022 14:00,20,10,2022
1756,10/22/2022,1.806550523,1.66,1.93,10/21/2022 14:00,21,10,2022
1757,10/23/2022,1.649719298,1.6,1.73,10/22/2022 14:00,22,10,2022
1758,10/24/2022,1.610243902,1.54,1.66,10/23/2022 14:00,23,10,2022
1759,10/25/2022,1.564166667,1.54,1.66,10/24/2022 14:00,24,10,2022
1760,10/26/2022,1.604618056,1.54,1.79,10/25/2022 14:00,25,10,2022
1761,10/27/2022,1.601505376,1.6,1.66,10/26/2022 14:00,26,10,2022
1762,10/28/2022,1.638181818,1.6,1.66,10/27/2022 14:00,27,10,2022
1763,10/29/2022,1.589791667,1.54,1.66,10/28/2022 14:00,28,10,2022
1764,10/30/2022,1.606071429,1.54,2.24,10/29/2022 14:00,29,10,2022
1765,10/31/2022,1.592692308,1.54,1.79,10/30/2022 14:00,30,10,2022
1766,11/1/2022,1.574618056,1.54,1.73,10/31/2022 14:00,1,10,2022
1767,11/2/2022,1.556961131,1.54,1.6,11/1/2022 14:00,1,11,2022
1768,11/3/2022,1.537708333,1.48,1.66,11/2/2022 14:00,2,11,2022
1769,11/4/2022,1.540625,1.48,1.66,11/3/2022 14:00,3,11,2022
1770,11/5/2022,1.503333333,1.48,1.54,11/4/2022 14:00,4,11,2022
1771,11/6/2022,1.481527273,1.48,1.54,11/5/2022 14:00,5,11,2022
1772,11/7/2022,1.480208333,1.42,1.54,11/6/2022 14:00,6,11,2022
1773,11/8/2022,1.48,1.48,1.48,11/7/2022 14:00,7,11,2022
1774,11/9/2022,1.48,1.48,1.48,11/8/2022 14:00,8,11,2022
1775,11/10/2022,1.484375,1.48,1.54,11/9/2022 14:00,9,11,2022
1776,11/11/2022,1.478333333,1.42,1.6,11/10/2022 14:00,10,11,2022
1777,11/12/2022,1.493958333,1.48,1.66,11/11/2022 14:00,11,11,2022
1778,11/13/2022,1.480833333,1.48,1.54,11/12/2022 14:00,12,11,2022
1779,11/14/2022,1.479791667,1.42,1.48,11/13/2022 14:00,13,11,2022
1780,11/15/2022,1.479166667,1.42,1.6,11/14/2022 14:00,14,11,2022
1781,11/16/2022,1.469583333,1.42,1.48,11/15/2022 14:00,15,11,2022
1782,11/17/2022,1.461875,1.42,1.48,11/16/2022 14:00,16,11,2022
1783,11/18/2022,1.489375,1.42,1.6,11/17/2022 14:00,17,11,2022
1784,11/19/2022,1.794105263,1.48,6.04,11/18/2022 14:00,18,11,2022
1785,11/20/2022,1.601881533,1.54,1.66,11/19/2022 14:00,19,11,2022
1786,11/21/2022,1.585104895,1.54,1.66,11/20/2022 14:00,20,11,2022
1787,11/22/2022,1.54,1.54,1.54,11/21/2022 14:00,21,11,2022
1788,11/23/2022,1.54,1.48,1.6,11/22/2022 14:00,22,11,2022
1789,11/24/2022,1.546041667,1.54,1.66,11/23/2022 14:00,23,11,2022
1790,11/25/2022,1.530625,1.48,1.54,11/24/2022 14:00,24,11,2022
1791,11/26/2022,1.536041667,1.48,1.54,11/25/2022 14:00,25,11,2022
1792,11/27/2022,1.491458333,1.48,1.54,11/26/2022 14:00,26,11,2022
1793,11/28/2022,1.512746479,1.48,1.54,11/27/2022 14:00,27,11,2022
1794,11/29/2022,1.482083333,1.48,1.54,11/28/2022 14:00,28,11,2022
1795,11/30/2022,1.480833333,1.48,1.54,11/29/2022 14:00,29,11,2022
1796,12/1/2022,1.524468085,1.48,1.66,11/30/2022 14:00,1,11,2022
1797,12/2/2022,1.480208333,1.48,1.54,12/1/2022 14:00,1,12,2022
1798,12/3/2022,1.515833333,1.48,1.66,12/2/2022 14:00,2,12,2022
1799,12/4/2022,1.499583333,1.48,1.6,12/3/2022 14:00,3,12,2022
1800,12/5/2022,1.480627178,1.48,1.54,12/4/2022 14:00,4,12,2022
1801,12/6/2022,1.491666667,1.48,1.54,12/5/2022 14:00,5,12,2022
1802,12/7/2022,1.49,1.48,1.54,12/6/2022 14:00,6,12,2022
1803,12/8/2022,1.482708333,1.48,1.54,12/7/2022 14:00,7,12,2022
1804,12/9/2022,1.481666667,1.48,1.54,12/8/2022 14:00,8,12,2022
1805,12/10/2022,1.48,1.48,1.48,12/9/2022 14:00,9,12,2022
1806,12/11/2022,1.480416667,1.48,1.54,12/10/2022 14:00,10,12,2022
1807,12/12/2022,1.487735192,1.48,1.54,12/11/2022 14:00,11,12,2022
1808,12/13/2022,1.523462898,1.48,1.66,12/12/2022 14:15,12,12,2022
1809,12/14/2022,1.48,1.48,1.48,12/13/2022 14:00,13,12,2022
1810,12/15/2022,1.480625,1.48,1.54,12/14/2022 14:00,14,12,2022
1811,12/16/2022,1.534895833,1.48,2.16,12/15/2022 14:00,15,12,2022
1812,12/17/2022,1.48,1.48,1.48,12/16/2022 14:00,16,12,2022
1813,12/18/2022,1.5834375,1.48,2.16,12/17/2022 14:00,17,12,2022
1814,12/19/2022,3.173993056,1.66,32.9,12/18/2022 14:00,18,12,2022
1815,12/20/2022,1.927017544,1.73,2.24,12/19/2022 14:00,19,12,2022
1816,12/21/2022,1.625763889,1.54,1.73,12/20/2022 14:00,20,12,2022
1817,12/22/2022,1.556097561,1.54,1.6,12/21/2022 14:00,21,12,2022
1818,12/23/2022,1.527708333,1.48,1.54,12/22/2022 14:00,22,12,2022
1819,12/24/2022,1.48,1.48,1.48,12/23/2022 14:00,23,12,2022
1820,12/25/2022,1.480625,1.48,1.66,12/24/2022 14:00,24,12,2022
1821,12/26/2022,1.479782609,1.42,1.48,12/25/2022 14:00,25,12,2022
1822,12/27/2022,1.474375,1.42,1.54,12/26/2022 14:00,26,12,2022
1823,12/28/2022,1.475191638,1.42,1.54,12/27/2022 14:00,27,12,2022
1824,12/29/2022,1.458958333,1.42,1.48,12/28/2022 14:00,28,12,2022
1825,12/30/2022,1.448333333,1.42,1.54,12/29/2022 14:00,29,12,2022
1826,12/31/2022,1.422708333,1.42,1.48,12/30/2022 14:00,30,12,2022
1827,1/1/2023,1.425833333,1.42,1.48,12/31/2022 14:00,1,1,2022
1828,1/2/2023,1.420208333,1.42,1.48,1/1/2023 14:00,1,1,2023
1829,1/3/2023,1.420833333,1.42,1.48,1/2/2023 14:00,2,1,2023
1830,1/4/2023,2.617038328,1.42,15,1/3/2023 14:00,3,1,2023
1831,1/5/2023,7.018715278,3.17,24.5,1/4/2023 14:00,4,1,2023
1832,1/6/2023,2.412922535,1.93,3.17,1/5/2023 14:00,5,1,2023
1833,1/7/2023,1.795034722,1.66,1.93,1/6/2023 14:00,6,1,2023
1834,1/8/2023,1.644340278,1.6,1.73,1/7/2023 14:00,7,1,2023
1835,1/9/2023,1.587083333,1.54,1.6,1/8/2023 14:00,8,1,2023
1836,1/10/2023,1.554583333,1.54,1.6,1/9/2023 14:00,9,1,2023
1837,1/11/2023,1.54,1.54,1.54,1/10/2023 14:00,10,1,2023
1838,1/12/2023,1.54,1.48,1.6,1/11/2023 14:00,11,1,2023
1839,1/13/2023,1.517291667,1.48,1.6,1/12/2023 14:00,12,1,2023
1840,1/14/2023,1.501458333,1.48,1.6,1/13/2023 14:00,13,1,2023
1841,1/15/2023,1.480633803,1.48,1.54,1/14/2023 14:00,14,1,2023
1842,1/16/2023,1.483214286,1.48,1.54,1/15/2023 14:00,15,1,2023
1843,1/17/2023,1.480208333,1.48,1.54,1/16/2023 14:00,16,1,2023
1844,1/18/2023,1.480625,1.48,1.6,1/17/2023 14:00,17,1,2023
1845,1/19/2023,1.48,1.48,1.48,1/18/2023 14:00,18,1,2023
1846,1/20/2023,1.48,1.48,1.48,1/19/2023 14:00,19,1,2023
1847,1/21/2023,1.48041958,1.48,1.54,1/20/2023 14:00,20,1,2023
1848,1/22/2023,1.476875,1.42,1.48,1/21/2023 14:00,21,1,2023
1849,1/23/2023,1.470383275,1.42,1.54,1/22/2023 14:00,22,1,2023
1850,1/24/2023,1.484583333,1.42,1.6,1/23/2023 14:00,23,1,2023
1851,1/25/2023,1.459791667,1.42,1.48,1/24/2023 14:00,24,1,2023
1852,1/26/2023,1.454166667,1.42,1.54,1/25/2023 14:00,25,1,2023
1853,1/27/2023,1.420208333,1.42,1.48,1/26/2023 14:00,26,1,2023
1854,1/28/2023,1.705087719,1.42,2.58,1/27/2023 14:00,27,1,2023
1855,1/29/2023,1.970138889,1.86,2.24,1/28/2023 14:00,28,1,2023
1856,1/30/2023,9.5709375,1.93,46.2,1/29/2023 14:00,29,1,2023
1857,1/31/2023,6.421666667,3.17,46.2,1/30/2023 14:00,30,1,2023
1858,2/1/2023,2.649894366,2.32,3.27,1/31/2023 14:00,1,1,2023
1859,2/2/2023,2.059270833,1.93,2.32,2/1/2023 14:00,1,2,2023
1860,2/3/2023,1.884479167,1.79,2.16,2/2/2023 14:00,2,2,2023
1861,2/4/2023,11.39711806,1.86,174,2/3/2023 14:00,3,2,2023
1862,2/5/2023,4.026967509,3.17,7.29,2/4/2023 14:00,4,2,2023
1863,2/6/2023,2.716666667,2.58,3.11,2/5/2023 15:00,5,2,2023
1864,2/7/2023,2.459756098,2.24,2.58,2/6/2023 14:00,6,2,2023
1865,2/8/2023,2.096666667,1.98,2.22,2/7/2023 14:35,7,2,2023
1866,2/9/2023,1.8675,1.79,1.96,2/8/2023 14:35,8,2,2023
1867,2/10/2023,1.725833333,1.67,1.79,2/9/2023 14:35,9,2,2023
1868,2/11/2023,1.629166667,1.6,1.66,2/10/2023 14:35,10,2,2023
1869,2/12/2023,1.599263566,1.54,1.66,2/11/2023 14:35,11,2,2023
1870,2/13/2023,1.585625,1.54,1.66,2/12/2023 14:00,12,2,2023
1871,2/14/2023,1.552708333,1.54,1.6,2/13/2023 14:00,13,2,2023
1872,2/15/2023,1.562326389,1.48,1.86,2/14/2023 14:00,14,2,2023
1873,2/16/2023,1.551319444,1.48,1.79,2/15/2023 14:00,15,2,2023
1874,2/17/2023,3.598055556,1.54,55,2/16/2023 14:00,16,2,2023
1875,2/18/2023,2.164618056,2.01,2.58,2/17/2023 14:00,17,2,2023
1876,2/19/2023,1.864826389,1.73,2.24,2/18/2023 14:00,18,2,2023
1877,2/20/2023,2.185902778,1.66,13.4,2/19/2023 14:00,19,2,2023
1878,2/21/2023,4.978645833,2.49,33.9,2/20/2023 14:00,20,2,2023
1879,2/22/2023,2.150451389,1.93,2.49,2/21/2023 14:00,21,2,2023
1880,2/23/2023,1.828159722,1.79,1.93,2/22/2023 14:00,22,2,2023
1881,2/24/2023,1.736840278,1.66,1.79,2/23/2023 14:00,23,2,2023
1882,2/25/2023,1.65006993,1.54,1.73,2/24/2023 14:00,24,2,2023
1883,2/26/2023,1.540416667,1.54,1.6,2/25/2023 14:00,25,2,2023
1884,2/27/2023,1.491916376,1.48,1.6,2/26/2023 14:00,26,2,2023
1885,2/28/2023,1.48,1.48,1.48,2/27/2023 14:00,27,2,2023
1886,3/1/2023,1.531631944,1.48,1.93,2/28/2023 14:00,1,2,2023
1887,3/2/2023,1.487291667,1.48,1.6,3/1/2023 14:00,1,3,2023
1888,3/3/2023,1.510208333,1.48,1.54,3/2/2023 14:00,2,3,2023
1889,3/4/2023,1.487291667,1.48,1.6,3/3/2023 14:00,3,3,2023
1890,3/5/2023,1.897638889,1.48,6.06,3/4/2023 14:00,4,3,2023
1891,3/6/2023,2.066736111,1.79,7.01,3/5/2023 14:00,5,3,2023
1892,3/7/2023,1.79443662,1.79,1.86,3/6/2023 14:00,6,3,2023
1893,3/8/2023,1.690625,1.6,1.79,3/7/2023 14:00,7,3,2023
1894,3/9/2023,1.577083333,1.54,1.6,3/8/2023 14:00,8,3,2023
1895,3/10/2023,1.529583333,1.48,1.6,3/9/2023 14:00,9,3,2023
1896,3/11/2023,1.481672474,1.48,1.54,3/10/2023 14:00,10,3,2023
1897,3/12/2023,1.475174825,1.42,1.54,3/11/2023 14:00,11,3,2023
1898,3/13/2023,1.452037037,1.41,1.48,3/12/2023 14:00,12,3,2023
1899,3/14/2023,1.455156794,1.42,1.73,3/13/2023 14:00,13,3,2023
1900,3/15/2023,1.435888502,1.36,1.54,3/14/2023 14:00,14,3,2023
1901,3/16/2023,1.404121864,1.31,1.48,3/15/2023 14:00,15,3,2023
1902,3/17/2023,1.366284722,1.31,1.48,3/16/2023 14:00,16,3,2023
1903,3/18/2023,1.371773585,1.36,1.66,3/17/2023 14:00,17,3,2023
1904,3/19/2023,1.36,1.36,1.36,3/18/2023 14:00,18,3,2023
1905,3/20/2023,1.565298246,1.36,1.73,3/19/2023 14:00,19,3,2023
1906,3/21/2023,1.61125,1.6,1.66,3/20/2023 14:00,20,3,2023
1907,3/22/2023,1.767291667,1.6,2.41,3/21/2023 14:00,21,3,2023
1908,3/23/2023,2.704826389,1.66,33.9,3/22/2023 14:00,22,3,2023
1909,3/24/2023,1.867167832,1.73,2.08,3/23/2023 14:00,23,3,2023
1910,3/25/2023,1.708709677,1.66,1.86,3/24/2023 14:00,24,3,2023
1911,3/26/2023,1.635,1.61,1.66,3/25/2023 15:10,25,3,2023
1912,3/27/2023,1.611647059,1.58,1.79,3/26/2023 15:10,26,3,2023
1913,3/28/2023,1.608461538,1.6,1.66,3/27/2023 15:45,27,3,2023
1914,3/29/2023,1.662083333,1.6,2.41,3/28/2023 14:00,28,3,2023
1915,3/30/2023,1.638541667,1.6,1.66,3/29/2023 14:00,29,3,2023
1916,3/31/2023,2.189583333,1.6,12.5,3/30/2023 14:00,30,3,2023
1917,4/1/2023,1.838576389,1.73,1.93,3/31/2023 14:00,1,3,2023
1918,4/2/2023,1.696205674,1.66,1.86,4/1/2023 14:00,1,4,2023
1919,4/3/2023,1.66,1.66,1.66,4/2/2023 15:25,2,4,2023
1920,4/4/2023,3.143229167,1.66,34.1,4/3/2023 14:00,3,4,2023
1921,4/5/2023,2.09844523,1.93,2.67,4/4/2023 14:00,4,4,2023
1922,4/6/2023,1.758055556,1.66,2.08,4/5/2023 14:00,5,4,2023
1923,4/7/2023,1.620972222,1.6,1.79,4/6/2023 14:00,6,4,2023
1924,4/8/2023,1.586041667,1.54,1.6,4/7/2023 14:00,7,4,2023
1925,4/9/2023,1.568472222,1.54,1.86,4/8/2023 14:00,8,4,2023
1926,4/10/2023,1.543763066,1.48,1.66,4/9/2023 14:00,9,4,2023
1927,4/11/2023,1.54875,1.54,1.66,4/10/2023 14:00,10,4,2023
1928,4/12/2023,1.54,1.54,1.54,4/11/2023 14:00,11,4,2023
1929,4/13/2023,1.546458333,1.54,1.66,4/12/2023 14:00,12,4,2023
1930,4/14/2023,1.54,1.54,1.54,4/13/2023 14:05,13,4,2023
1931,4/15/2023,1.54,1.54,1.54,4/14/2023 15:25,14,4,2023
1932,4/16/2023,1.510422535,1.48,1.54,4/15/2023 14:20,15,4,2023
1933,4/17/2023,1.488958333,1.48,1.6,4/16/2023 14:00,16,4,2023
1934,4/18/2023,1.48625,1.48,1.66,4/17/2023 14:00,17,4,2023
1935,4/19/2023,8.658819444,1.48,220,4/18/2023 14:00,18,4,2023
1936,4/20/2023,1.997118056,1.79,2.41,4/19/2023 14:00,19,4,2023
1937,4/21/2023,14.9825,1.79,170,4/20/2023 14:00,20,4,2023
1938,4/22/2023,6.0715625,3.06,28.1,4/21/2023 14:00,21,4,2023
1939,4/23/2023,2.54875,2.24,3.17,4/22/2023 14:00,22,4,2023
1940,4/24/2023,2.089363958,1.93,2.24,4/23/2023 14:00,23,4,2023
1941,4/25/2023,3.111929825,1.93,43.6,4/24/2023 14:00,24,4,2023
1942,4/26/2023,5.797048611,3.27,17.3,4/25/2023 14:00,25,4,2023
1943,4/27/2023,5.490173611,3.27,29.3,4/26/2023 14:00,26,4,2023
1944,4/28/2023,18.15423611,6.04,57.3,4/27/2023 14:00,27,4,2023
1945,4/29/2023,5.750496454,4.05,12.5,4/28/2023 14:00,28,4,2023
1946,4/30/2023,3.868402778,3.63,4.19,4/29/2023 14:00,29,4,2023
1947,5/1/2023,3.572234043,3.27,4.05,4/30/2023 14:00,1,4,2023
1948,5/2/2023,3.187986111,3.06,3.61,5/1/2023 14:00,1,5,2023
1949,5/3/2023,3.586979167,2.96,13.4,5/2/2023 14:00,2,5,2023
1950,5/4/2023,2.874097222,2.77,2.96,5/3/2023 14:00,3,5,2023
1951,5/5/2023,2.77,2.77,2.77,5/4/2023 14:00,4,5,2023
